Minimum Weight,49.3849
Runtime (seconds),14562.8

Points:
index,x,y
0,0.2,0.3
1,2.1,1.4
2,4.6,0.2
3,5,2.8
4,4.2,5.2
5,2,4.7
6,0.5,3.5
7,3,3
8,2.5,2

Edges:
from,to
4,5
1,2
0,1
0,6
1,8
0,2
2,3
7,8
6,7
3,7
4,7
5,7
3,4
6,8
5,6
3,8
2,8
1,6
