Minimum Weight,49.3849
Runtime (seconds),14562.8

Points:
index,x,y
0,0.2,0.3
1,2.1,1.4
2,4.6,0.2
3,5,2.8
4,4.2,5.2
5,2,4.7
6,0.5,3.5
7,3,3
8,2.5,2

Edges:
from,to
0,1
0,2
0,3
0,6
1,3
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
3,8
4,5
5,6
6,7
7,8
